arrayLength	BubbleSort	InsertionSort	SelectionSort	QuickSort_lepsi	QuickSort_horsi	MergeSort	ShellSort	JavaSort	sorts:, 1000, (,50, randomArrays x ,20, measurements), randomness 1.0
3	1656584	1554677	1838210	2185284	5205429	8932827	1623289	2568806
4	871602	807614	1092266	1289185	7221785	6990410	878509	907999
5	832889	677370	970046	1172738	7742463	9040474	798023	801104
6	1011460	803768	1157028	1277688	8124073	22498722	864325	922538
7	1311044	912577	1350140	1466585	8314847	10055770	1021394	1043999
8	1608352	1071185	1583823	1778075	9634325	28460067	1480003	1251266
9	2028582	1209153	1873851	1973827	11235382	13636403	1986143	1421753
10	2535485	1375384	2130923	2222089	17109381	20254040	2331270	1637846
11	3381384	1559310	2436640	2335113	29451975	17999765	2835120	1857756
12	3631970	1999527	3950709	2620927	15531342	19159454	3092534	1966155
13	4448827	2196029	4489019	2841211	36597937	21214129	3462261	2231653
14	5671351	2609441	5075193	3080268	19675919	24154599	3909367	2725872
15	6846358	2930477	5693919	3408996	27547504	31946481	4539193	2983724
16	7734060	3304438	6418014	3702464	23614010	29637446	7339410	3589058
17	9524745	4095981	7011851	4059531	22450484	28411046	8329413	4257605
18	11218536	4146137	7831720	4346498	23801711	31440398	8720211	4565641
19	13365906	4608947	8602958	4630000	25929586	32369461	9471863	4977151
20	14701867	5159491	9449244	4826937	27308018	34288499	9609062	5547192
21	16685644	5815025	10345369	5329981	39290117	46915738	10373382	6099287
22	18479816	6845986	11418485	5692392	39964071	49175829	11138803	7176968
23	20227231	6969720	12751043	5908098	31899729	40036086	12188956	7468926
24	22685710	7668158	13749453	6148304	32773227	42172357	12776323	8142821
25	24574113	8644357	15196833	6460946	35135171	44884866	13932206	9106349
26	26193150	9098337	16620522	6866679	36625176	46432256	14826004	9704437
27	28446281	9693704	18079444	7016120	38100169	48477366	15552380	10304029
28	30700959	10195192	19498157	7548621	39562926	50055427	16141991	10820866
29	33213861	11504330	21352451	7892666	55764319	66567536	16751949	12080532
30	35214137	12088206	22769615	8198005	60080966	69958927	17923130	12528795
31	37150032	12616938	24515888	8550068	55522172	67103918	18793569	13333338
32	40306917	13408045	26250636	8800304	46060620	58010203	23266097	14036410
33	42409919	14219888	28043256	9334322	47620711	60721132	24641149	15075024
34	44527380	15047816	29937399	9752711	48601905	63653548	24510136	15992206
35	47398888	15602947	32134203	9945823	50297553	65593651	25627318	16478368
36	49688745	16330877	33955235	10325093	52533078	67645658	26661711	17381839
37	52403952	17204404	35826338	10718562	53827673	69782683	27454811	18118506
38	54519581	18161815	38029661	11613142	55333691	72172583	28308761	19298517
39	57186053	19057179	40323425	11489010	57618267	73842977	29151615	20105012
40	60465596	19865945	42972317	11881342	82348632	96506100	30379921	21028333
41	63120256	20392339	44811678	12412727	67270959	83913341	31609334	21813729
42	65603971	21748608	46607723	12806947	62704181	80310107	32097788	23306375
43	69025633	22778407	49002992	13257488	63763481	82323756	33571305	24518530
44	71043175	23336621	51363809	13715738	66524226	84484576	34022971	25044974
45	74322252	24282959	53904649	13950984	67852893	87832237	35540559	26102390
46	78413213	25165677	56261587	14918340	68622946	90140549	36570745	26998120
47	81383191	25775194	59132298	14627544	72443466	91700963	37892531	35213327
48	85210952	27528726	60878619	15183036	73628083	93995860	41928318	13730648
49	88470916	28219142	64003705	15470757	76804527	97617149	42733226	11800486
50	91797158	29333219	66222343	16383781	77317117	100010904	43322482	11788227
