arrayLength	BubbleSort	InsertionSort	SelectionSort	QuickSort_lepsi	QuickSort_horsi	MergeSort	ShellSort	JavaSort	sorts:, 100, (,10, randomArrays x ,10, measurements), randomness 0.01
100	9362710	2152371	9162692	12387426	13051388	14305717	7775427	3365706
110	6001587	399216	7313760	13537557	16408666	13657836	1733631	1850853
121	6860538	438284	8477692	16819371	8349341	12546797	1793388	1069666
133	8241660	401508	10140033	19779733	10296745	13932941	2206376	4118553
146	9981435	513382	11845321	21261272	12821507	18361041	2462325	1486887
160	12180553	1704890	14034075	22537818	14779241	18591301	2943899	3230857
176	15156245	1094197	17496726	15734758	13949021	18788214	3518952	1097618
193	16657700	1025218	19887765	18833431	14996489	20963565	3452685	1070431
212	19507719	1091503	23650407	23273402	17354976	23671083	4253782	1101468
233	23851158	1263145	28445909	26772830	24877913	32791279	4492467	3124716
256	28725980	1409884	34015333	32841077	20101540	33940254	5180928	1445131
281	34510328	1685354	40677028	33936794	21011855	30220146	6960147	3370689
309	40507305	1866565	48815270	37095252	55760869	33321883	7361655	11706243
339	47835254	1837442	58439247	48310698	27183922	36594889	7447479	5246458
372	58514352	2521683	69789583	55359736	42157031	52031568	9762668	59356850
409	69950868	2882599	84071160	64589875	44333156	55183116	10682921	65519702
449	82654758	2844285	100781339	72989791	35717931	49709488	9735848	62516812
493	101406590	4075243	120825041	83872317	38721597	55528701	14945911	60064452
542	119048133	3879855	145352417	106779841	42930921	62450898	15283045	60323069
596	181240823	6079350	230943407	118397208	47897709	67830679	22409866	30299068
655	268322528	8087677	354900458	118890290	78416695	99452281	26327649	11374838
720	319551086	7909898	427506736	148808912	78312105	97950467	28508383	11979789
792	389876285	10312819	515982229	162435364	69216444	92156910	33646381	15072327
871	474250480	14098837	622475512	162845302	76033670	102511880	40301965	17197887
958	572009769	15689532	751839947	228528220	80808499	111197606	46892782	18502402
1053	683417317	16414411	906369220	214761162	87047605	122548697	49421384	20516848
1158	834031124	21704908	1094819611	254071988	98321318	137842104	52413544	23208693
1273	1007789989	26248709	1320844132	297564565	112946562	149671710	71587565	25910820
1400	1210079819	30892525	1595576261	354850643	126827010	165925605	81627616	27906467
1540	1477350698	36269999	1927646955	386267650	143553667	184472057	76234441	31359552
1694	1785151870	42866947	2330383050	429635744	156795049	209133900	96633668	40147184
1863	2173745067	54941751	2815896884	482061547	167953430	231287442	105239314	43235140
2049	2586259529	52610071	3402975166	599800959	177820662	251130389	95539108	47060578
2253	3163501187	73072950	4110355522	577545092	200348945	281817950	141194009	52495912
2478	3821895023	87615016	4968466891	694445837	225426867	309596855	164579303	59472901
2725	4587413477	97071583	6003493646	765061820	255468841	340474062	181556507	65137728
2997	5573079826	119087217	7255573834	924672030	285569089	373652281	212357841	72230835
3296	6732400777	142579767	8770232021	1007571609	314110020	414418988	226401136	84173060
3625	8142835313	168115112	10603662782	1058063430	337870783	463164534	247744001	55888469
3987	9893230475	218102342	12819150357	1318966426	368488233	508319820	291517788	57693714
